truck_id,route_id,departure_date,estimated_arrival,delay
46115322,R-e74e3c8c,2019-02-18 07:00:00,2019-02-19 03:09:00.000000000,1
38811305,R-7171a317,2019-02-18 07:00:00,2019-02-18 20:28:48.000000000,0
29121332,R-066ee0f4,2019-02-18 07:00:00,2019-02-18 11:27:00.000000000,0
21716796,R-7430e046,2019-02-18 07:00:00,2019-02-19 01:41:24.000000000,0
77969688,R-7d24a7c1,2019-02-18 07:00:00,2019-02-18 20:25:12.000000000,0
25347670,R-53b3fa4a,2019-02-18 07:00:00,2019-02-19 01:04:12.000000000,0
25822301,R-5038c702,2019-02-18 07:00:00,2019-02-18 12:28:48.000000000,0
33788665,R-bd9f1afe,2019-02-18 07:00:00,2019-02-18 17:03:36.000000000,0
88372671,R-3cc18593,2019-02-18 07:00:00,2019-02-19 05:27:36.000000000,1
11759429,R-9c8a69c0,2019-02-18 07:00:00,2019-02-19 00:09:36.000000000,0
89718833,R-8eabc8ee,2019-02-18 07:00:00,2019-02-19 02:00:00.000000000,0
27565289,R-7c518556,2019-02-18 07:00:00,2019-02-19 01:12:36.000000000,0
25523248,R-05c9e7ce,2019-02-18 07:00:00,2019-02-18 07:40:48.000000000,0
20558404,R-f907c9b2,2019-02-18 07:00:00,2019-02-18 17:03:00.000000000,0
21026790,R-aec135f8,2019-02-18 07:00:00,2019-02-19 01:06:36.000000000,0
26753518,R-9d03a960,2019-02-18 07:00:00,2019-02-18 07:43:12.000000000,0
22065392,R-3c70b3d8,2019-02-18 07:00:00,2019-02-18 13:13:48.000000000,0
12814755,R-1e49a895,2019-02-18 07:00:00,2019-02-18 16:18:00.000000000,0
27061072,R-8b89f278,2019-02-18 07:00:00,2019-02-18 09:31:48.000000000,0
25645401,R-4c68ff74,2019-02-18 07:00:00,2019-02-19 01:37:12.000000000,0
30630049,R-3bdcc05d,2019-02-18 07:00:00,2019-02-18 23:33:00.000000000,0
28331634,R-5104f307,2019-02-18 07:00:00,2019-02-18 09:27:00.000000000,0
19289011,R-003c7a81,2019-02-18 07:00:00,2019-02-18 11:45:36.000000000,1
11911595,R-07fcc10e,2019-02-18 07:00:00,2019-02-18 11:38:24.000000000,0
73014961,R-fe6d6bb4,2019-02-18 07:00:00,2019-02-18 13:21:36.000000000,0
21531217,R-a770f1fc,2019-02-18 07:00:00,2019-02-18 19:46:48.000000000,1
28921384,R-58b26646,2019-02-18 07:00:00,2019-02-19 00:45:00.000000000,0
48116553,R-3156d2b2,2019-02-18 07:00:00,2019-02-19 02:45:36.000000000,0
12823463,R-0225d21a,2019-02-18 07:00:00,2019-02-19 01:35:24.000000000,0
50064164,R-21e70514,2019-02-18 07:00:00,2019-02-18 17:56:24.000000000,0
22112064,R-78fd2e4e,2019-02-18 07:00:00,2019-02-19 06:19:48.000000000,0
28713449,R-ef208446,2019-02-18 07:00:00,2019-02-18 20:54:00.000000000,0
91771941,R-7ee42348,2019-02-18 07:00:00,2019-02-18 11:48:00.000000000,0
26142889,R-4e8c28fd,2019-02-18 07:00:00,2019-02-18 16:06:00.000000000,0
27998086,R-8d7fcaf1,2019-02-18 07:00:00,2019-02-19 02:03:00.000000000,1
16815307,R-5efde222,2019-02-18 07:00:00,2019-02-18 12:01:48.000000000,0
57863670,R-4e89d9c6,2019-02-18 07:00:00,2019-02-19 00:57:36.000000000,1
16825520,R-c2a84e2f,2019-02-18 07:00:00,2019-02-18 17:58:48.000000000,0
12492275,R-a5ea1eb3,2019-02-18 07:00:00,2019-02-18 10:51:36.000000000,0
18945021,R-896ca340,2019-02-18 07:00:00,2019-02-18 19:25:12.000000000,0
15421875,R-ef48fb50,2019-02-18 07:00:00,2019-02-19 05:27:36.000000000,1
47842104,R-285ba053,2019-02-18 07:00:00,2019-02-18 15:48:36.000000000,0
32516697,R-745d907e,2019-02-18 07:00:00,2019-02-18 14:29:24.000000000,0
56029484,R-dc597305,2019-02-18 07:00:00,2019-02-18 11:33:36.000000000,1
11257008,R-9f7dd24d,2019-02-18 07:00:00,2019-02-19 04:58:12.000000000,1
16325476,R-29434d3b,2019-02-18 07:00:00,2019-02-18 19:24:36.000000000,0
25577731,R-51bad085,2019-02-18 07:00:00,2019-02-18 11:27:36.000000000,1
69417303,R-006e6e2a,2019-02-18 07:00:00,2019-02-19 04:54:00.000000000,1
24806622,R-0d62780b,2019-02-18 07:00:00,2019-02-18 23:40:12.000000000,0
48123356,R-2dd14646,2019-02-18 07:00:00,2019-02-18 20:07:48.000000000,0
11548897,R-c5b19aa5,2019-02-18 07:00:00,2019-02-19 00:10:12.000000000,1
14732208,R-8b2cfed2,2019-02-18 07:00:00,2019-02-18 12:57:00.000000000,0
28085803,R-5d24485c,2019-02-18 07:00:00,2019-02-18 15:57:36.000000000,0
14875808,R-0df929b3,2019-02-18 07:00:00,2019-02-18 10:51:36.000000000,0
12168173,R-83f9d3e9,2019-02-18 07:00:00,2019-02-18 13:27:00.000000000,1
27677000,R-9f655292,2019-02-18 07:00:00,2019-02-19 01:54:36.000000000,1
30336823,R-d0051231,2019-02-18 07:00:00,2019-02-19 00:49:48.000000000,1
14357029,R-137411da,2019-02-18 07:00:00,2019-02-19 03:33:36.000000000,1
22695998,R-9d8aaf42,2019-02-18 07:00:00,2019-02-18 17:41:24.000000000,0
18591984,R-4abe1254,2019-02-18 07:00:00,2019-02-18 11:45:36.000000000,0
22305237,R-7b39e372,2019-02-18 07:00:00,2019-02-18 17:09:36.000000000,1
29780011,R-9e7d29c6,2019-02-18 07:00:00,2019-02-18 14:26:24.000000000,0
31297189,R-776c2a65,2019-02-18 07:00:00,2019-02-18 18:31:12.000000000,0
22239531,R-4870585f,2019-02-18 07:00:00,2019-02-18 20:25:12.000000000,0
32255566,R-8e86b451,2019-02-18 07:00:00,2019-02-18 09:31:12.000000000,0
26840608,R-0d1cc23e,2019-02-18 07:00:00,2019-02-18 15:54:00.000000000,1
24356102,R-c1572796,2019-02-18 07:00:00,2019-02-18 11:08:24.000000000,0
31874571,R-82abd9ca,2019-02-18 07:00:00,2019-02-18 14:24:00.000000000,0
42486624,R-16097e41,2019-02-18 07:00:00,2019-02-19 05:08:24.000000000,1
24288637,R-6ba9470d,2019-02-18 07:00:00,2019-02-18 11:17:23.999999999,0
22809517,R-94708871,2019-02-18 07:00:00,2019-02-18 18:48:00.000000000,0
33201533,R-d64096e7,2019-02-18 07:00:00,2019-02-19 00:17:23.999999999,1
23826257,R-b5a32b38,2019-02-18 07:00:00,2019-02-18 19:37:12.000000000,0
67789320,R-58868e1d,2019-02-18 07:00:00,2019-02-18 15:54:36.000000000,0
32898016,R-53f2bde2,2019-02-18 07:00:00,2019-02-19 00:09:36.000000000,0
23639934,R-646bddc3,2019-02-18 07:00:00,2019-02-18 15:48:36.000000000,0
16290844,R-266863d8,2019-02-18 07:00:00,2019-02-18 08:57:36.000000000,0
24034677,R-0a496974,2019-02-18 07:00:00,2019-02-18 14:51:00.000000000,0
13068930,R-ea131433,2019-02-18 07:00:00,2019-02-18 23:52:48.000000000,1
23060231,R-04dfd423,2019-02-18 07:00:00,2019-02-18 15:24:00.000000000,0
21784492,R-a29751fe,2019-02-18 07:00:00,2019-02-18 12:33:36.000000000,0
32293070,R-72cc6e25,2019-02-18 07:00:00,2019-02-18 23:48:36.000000000,0
66265520,R-27cc4f57,2019-02-18 07:00:00,2019-02-18 19:58:48.000000000,0
18611599,R-b7c4c0c0,2019-02-18 07:00:00,2019-02-19 04:18:36.000000000,0
14720175,R-4febf0c1,2019-02-18 07:00:00,2019-02-18 22:48:36.000000000,0
28973978,R-d449a191,2019-02-18 07:00:00,2019-02-19 02:10:12.000000000,0
16550307,R-92b12a14,2019-02-18 07:00:00,2019-02-18 21:45:36.000000000,0
14907586,R-6f9d6e8b,2019-02-18 07:00:00,2019-02-18 13:54:00.000000000,0
97021490,R-9ad997c6,2019-02-18 07:00:00,2019-02-18 13:56:24.000000000,0
30742689,R-fa98d928,2019-02-18 07:00:00,2019-02-18 10:51:36.000000000,0
41713749,R-18bb1dc1,2019-02-18 07:00:00,2019-02-19 01:21:00.000000000,0
31937037,R-6c90826e,2019-02-18 07:00:00,2019-02-18 22:13:12.000000000,1
27867488,R-a6f6b099,2019-02-18 07:00:00,2019-02-18 20:06:36.000000000,1
23059473,R-e68fc14b,2019-02-18 07:00:00,2019-02-19 00:50:24.000000000,0
25120714,R-f2384156,2019-02-18 07:00:00,2019-02-18 11:36:00.000000000,0
25805634,R-52c6b1d3,2019-02-18 07:00:00,2019-02-18 12:40:48.000000000,0
13603119,R-f71dce0f,2019-02-18 07:00:00,2019-02-18 22:06:36.000000000,0
22786362,R-0f201c39,2019-02-18 07:00:00,2019-02-18 08:39:36.000000000,1
35580954,R-1b52f6ef,2019-02-18 07:00:00,2019-02-18 14:58:48.000000000,0
61926000,R-396d3118,2019-02-18 07:00:00,2019-02-19 04:25:48.000000000,1
72777903,R-3f03c7bc,2019-02-18 07:00:00,2019-02-18 15:01:12.000000000,0
74499001,R-014ee0d4,2019-02-18 07:00:00,2019-02-18 11:43:48.000000000,1
80470212,R-22b6b401,2019-02-18 07:00:00,2019-02-18 21:55:48.000000000,0
48415653,R-68ecb793,2019-02-18 07:00:00,2019-02-18 23:37:12.000000000,0
31454477,R-0e8932e6,2019-02-18 07:00:00,2019-02-18 17:46:48.000000000,0
22376424,R-2e17fb9b,2019-02-18 07:00:00,2019-02-19 03:19:12.000000000,1
29008685,R-0d532fda,2019-02-18 07:00:00,2019-02-18 10:21:36.000000000,0
77757333,R-a6df9ba2,2019-02-18 07:00:00,2019-02-18 15:17:23.999999999,0
29839726,R-ce6ad021,2019-02-18 07:00:00,2019-02-19 03:16:12.000000000,1
30594654,R-29e0817a,2019-02-18 07:00:00,2019-02-18 10:50:24.000000000,0
30977437,R-c645ba26,2019-02-18 07:00:00,2019-02-18 20:41:24.000000000,1
15886277,R-b98c529c,2019-02-18 07:00:00,2019-02-18 22:22:12.000000000,0
20516509,R-907b0fde,2019-02-18 07:00:00,2019-02-18 18:10:48.000000000,0
13680498,R-c39fbc70,2019-02-18 07:00:00,2019-02-18 17:19:12.000000000,0
75452905,R-58e9fd9c,2019-02-18 07:00:00,2019-02-19 02:00:00.000000000,0
29781564,R-def04333,2019-02-18 07:00:00,2019-02-18 14:29:24.000000000,0
20958889,R-c15e9809,2019-02-18 07:00:00,2019-02-18 08:57:36.000000000,0
19486564,R-58474583,2019-02-18 07:00:00,2019-02-18 14:32:24.000000000,1
18855810,R-e44ca708,2019-02-18 07:00:00,2019-02-19 01:42:00.000000000,0
10966168,R-f184276f,2019-02-18 07:00:00,2019-02-18 16:52:48.000000000,0
78446029,R-6b7e3c09,2019-02-18 07:00:00,2019-02-18 12:09:00.000000000,0
18148503,R-e2293958,2019-02-18 07:00:00,2019-02-19 01:37:12.000000000,0
27775623,R-dd16366e,2019-02-18 07:00:00,2019-02-18 21:33:00.000000000,0
13524164,R-138b949d,2019-02-18 07:00:00,2019-02-19 03:23:24.000000000,0
26375094,R-c2a4c58b,2019-02-18 07:00:00,2019-02-19 00:01:48.000000000,0
26739096,R-c4ae8718,2019-02-18 07:00:00,2019-02-19 04:03:36.000000000,0
31295807,R-47a5c317,2019-02-18 07:00:00,2019-02-18 20:22:48.000000000,1
47488840,R-0051cd84,2019-02-18 07:00:00,2019-02-18 12:12:36.000000000,0
16560736,R-69401439,2019-02-18 07:00:00,2019-02-18 13:27:00.000000000,0
27121057,R-39c24015,2019-02-18 07:00:00,2019-02-18 11:09:00.000000000,0
87511111,R-b7782ce9,2019-02-18 07:00:00,2019-02-19 03:15:36.000000000,0
24141016,R-c8bee627,2019-02-18 07:00:00,2019-02-18 23:49:48.000000000,0
31057971,R-025a2f7c,2019-02-18 07:00:00,2019-02-18 21:50:24.000000000,0
18653108,R-63b466c5,2019-02-18 07:00:00,2019-02-19 02:20:24.000000000,0
19167358,R-783cafb6,2019-02-18 07:00:00,2019-02-18 13:16:48.000000000,0
28641704,R-6de5527b,2019-02-18 07:00:00,2019-02-18 12:24:36.000000000,1
29106045,R-1a311644,2019-02-18 07:00:00,2019-02-18 22:00:36.000000000,0
20409026,R-d73c56ee,2019-02-18 07:00:00,2019-02-18 07:27:36.000000000,0
24287743,R-2733be32,2019-02-18 07:00:00,2019-02-18 16:20:24.000000000,0
14849907,R-405658e2,2019-02-18 07:00:00,2019-02-19 03:34:47.999999999,1
38324855,R-c362cb1a,2019-02-18 07:00:00,2019-02-18 13:19:12.000000000,1
24859831,R-b05ef8c9,2019-02-18 07:00:00,2019-02-18 12:55:12.000000000,0
25300316,R-082af9ad,2019-02-18 07:00:00,2019-02-18 11:13:48.000000000,0
28006103,R-def60814,2019-02-18 07:00:00,2019-02-18 11:48:36.000000000,0
18850246,R-237fd22b,2019-02-18 07:00:00,2019-02-19 06:25:12.000000000,1
25314663,R-577e285c,2019-02-18 07:00:00,2019-02-18 10:42:36.000000000,0
10390308,R-8c2f0c3a,2019-02-18 07:00:00,2019-02-18 21:06:36.000000000,0
27433073,R-038f3a7c,2019-02-18 07:00:00,2019-02-18 22:31:48.000000000,0
10784487,R-4e9d2532,2019-02-18 07:00:00,2019-02-18 14:34:11.999999999,0
14730346,R-b296c3b3,2019-02-18 07:00:00,2019-02-18 15:09:36.000000000,1
14841519,R-cdf36a9e,2019-02-18 07:00:00,2019-02-19 01:12:36.000000000,0
94792980,R-715ae3f6,2019-02-18 07:00:00,2019-02-18 11:33:36.000000000,0
28753771,R-fd1d0d98,2019-02-18 07:00:00,2019-02-18 14:51:00.000000000,1
11370323,R-961c5c2d,2019-02-18 07:00:00,2019-02-18 14:32:24.000000000,0
10946672,R-c1a03330,2019-02-18 07:00:00,2019-02-19 00:41:24.000000000,0
18882093,R-a4426c2f,2019-02-18 07:00:00,2019-02-18 15:16:48.000000000,0
12933975,R-9314dd1c,2019-02-18 07:00:00,2019-02-18 09:23:24.000000000,0
27082207,R-15602227,2019-02-18 07:00:00,2019-02-19 00:37:12.000000000,0
32668232,R-c5868c95,2019-02-18 07:00:00,2019-02-18 19:15:36.000000000,0
48597864,R-67bc9258,2019-02-18 07:00:00,2019-02-18 20:49:48.000000000,0
43346401,R-8d478b97,2019-02-18 07:00:00,2019-02-18 19:37:12.000000000,0
50632770,R-59c1a941,2019-02-18 07:00:00,2019-02-19 03:40:12.000000000,0
46619422,R-bb0b79da,2019-02-18 07:00:00,2019-02-18 16:00:36.000000000,0
84896559,R-cd5b18f3,2019-02-18 07:00:00,2019-02-18 18:16:12.000000000,0
33546317,R-34890f5d,2019-02-18 07:00:00,2019-02-18 08:12:36.000000000,1
11275725,R-7e91185a,2019-02-18 07:00:00,2019-02-18 11:07:12.000000000,0
83958550,R-1c78b5ee,2019-02-18 07:00:00,2019-02-19 03:10:48.000000000,0
21999423,R-1eb8e337,2019-02-18 07:00:00,2019-02-18 21:27:00.000000000,0
10630400,R-5b84abef,2019-02-18 07:00:00,2019-02-18 20:34:47.999999999,0
21103543,R-7851ef3d,2019-02-18 07:00:00,2019-02-18 23:00:36.000000000,0
11973768,R-20ea66d5,2019-02-18 07:00:00,2019-02-18 14:37:12.000000000,0
29433242,R-d95cb7ea,2019-02-18 07:00:00,2019-02-18 09:10:48.000000000,0
15302925,R-05a6b7e1,2019-02-18 07:00:00,2019-02-18 14:28:48.000000000,0
17692634,R-c1590fb9,2019-02-18 07:00:00,2019-02-18 14:14:24.000000000,0
63036432,R-4f913e38,2019-02-18 07:00:00,2019-02-18 14:21:36.000000000,0
91955140,R-8c8d7358,2019-02-18 07:00:00,2019-02-18 20:50:24.000000000,1
59964723,R-d77c575b,2019-02-18 07:00:00,2019-02-18 13:23:24.000000000,0
27381592,R-524a783b,2019-02-18 07:00:00,2019-02-18 12:34:11.999999999,0
42302347,R-99fd990d,2019-02-18 07:00:00,2019-02-19 01:17:23.999999999,0
25886492,R-89715abc,2019-02-18 07:00:00,2019-02-18 19:54:36.000000000,0
27261804,R-5f8edf42,2019-02-18 07:00:00,2019-02-19 00:38:24.000000000,0
25385693,R-48bf5cc8,2019-02-18 07:00:00,2019-02-18 12:20:24.000000000,1
33571967,R-24bd80c9,2019-02-18 07:00:00,2019-02-18 16:33:36.000000000,0
12602955,R-36ae60d9,2019-02-18 07:00:00,2019-02-18 07:40:48.000000000,0
40030230,R-e39bcf9e,2019-02-18 07:00:00,2019-02-19 04:58:12.000000000,1
21873226,R-bdcba61c,2019-02-18 07:00:00,2019-02-18 23:52:48.000000000,0
32648498,R-d4f444f8,2019-02-18 07:00:00,2019-02-19 01:42:00.000000000,0
98891327,R-5fa4c179,2019-02-18 07:00:00,2019-02-19 00:41:24.000000000,0
15673353,R-3057ffe7,2019-02-18 07:00:00,2019-02-18 16:34:47.999999999,0
19445339,R-29a25756,2019-02-18 07:00:00,2019-02-19 00:39:00.000000000,0
21945481,R-1b7d2dcc,2019-02-18 07:00:00,2019-02-18 07:04:48.000000000,0
12240406,R-dd06b4df,2019-02-18 07:00:00,2019-02-18 12:37:12.000000000,0
14046819,R-c9a7a821,2019-02-18 07:00:00,2019-02-18 15:37:12.000000000,0
18678032,R-5236779a,2019-02-18 07:00:00,2019-02-18 10:09:36.000000000,1
25951646,R-7a989fc7,2019-02-18 07:00:00,2019-02-19 06:46:48.000000000,1
81874052,R-ab6dfbb6,2019-02-18 07:00:00,2019-02-19 01:07:48.000000000,0
31057269,R-46e1dc97,2019-02-18 07:00:00,2019-02-18 23:08:24.000000000,0
24803038,R-99cb7bba,2019-02-18 07:00:00,2019-02-18 10:07:48.000000000,1
21569652,R-ea9194ac,2019-02-18 07:00:00,2019-02-18 11:05:24.000000000,0
13779072,R-c49ebf50,2019-02-18 07:00:00,2019-02-18 11:08:24.000000000,1
80740040,R-d8483d84,2019-02-18 07:00:00,2019-02-18 12:44:24.000000000,0
21093078,R-ad82014d,2019-02-18 07:00:00,2019-02-18 19:26:24.000000000,0
18264020,R-7b48266a,2019-02-18 07:00:00,2019-02-19 00:17:23.999999999,0
30567382,R-cab91c96,2019-02-18 07:00:00,2019-02-19 02:06:36.000000000,0
30973015,R-a30afb3a,2019-02-18 07:00:00,2019-02-19 01:16:48.000000000,0
84718593,R-505513a9,2019-02-18 07:00:00,2019-02-18 17:27:36.000000000,1
31840617,R-f13017c3,2019-02-18 07:00:00,2019-02-19 05:54:00.000000000,0
33921946,R-1ce1d3f4,2019-02-18 07:00:00,2019-02-18 20:29:24.000000000,0
28775989,R-03b63401,2019-02-18 07:00:00,2019-02-18 15:48:36.000000000,0
29378614,R-11e9565b,2019-02-18 07:00:00,2019-02-18 10:30:00.000000000,1
24774056,R-e465f1b9,2019-02-18 07:00:00,2019-02-18 15:07:48.000000000,0
25536738,R-2ef954d3,2019-02-18 07:00:00,2019-02-18 12:55:48.000000000,0
17386890,R-ffc88971,2019-02-18 07:00:00,2019-02-19 06:10:12.000000000,1
15567425,R-add89149,2019-02-18 07:00:00,2019-02-18 22:49:12.000000000,0
74054998,R-3437cac9,2019-02-18 07:00:00,2019-02-18 07:42:36.000000000,0
17464939,R-caba05d7,2019-02-18 07:00:00,2019-02-18 17:03:00.000000000,0
28678505,R-ef177918,2019-02-18 07:00:00,2019-02-18 19:24:36.000000000,0
65204544,R-9919b11e,2019-02-18 07:00:00,2019-02-18 15:24:00.000000000,0
20058612,R-da87789c,2019-02-18 07:00:00,2019-02-18 16:52:48.000000000,0
12515055,R-164529f0,2019-02-18 07:00:00,2019-02-18 15:16:48.000000000,0
79515526,R-18c1538c,2019-02-18 07:00:00,2019-02-18 16:34:47.999999999,0
29906375,R-d8aa46c7,2019-02-18 07:00:00,2019-02-18 15:04:12.000000000,0
45849400,R-cd3d1fa1,2019-02-18 07:00:00,2019-02-18 16:30:36.000000000,1
44329842,R-0c90c49e,2019-02-18 07:00:00,2019-02-18 11:42:00.000000000,1
75500652,R-96c626c0,2019-02-18 07:00:00,2019-02-19 03:48:36.000000000,0
12298240,R-d5d0786c,2019-02-18 07:00:00,2019-02-18 14:37:12.000000000,1
12052665,R-ad84c223,2019-02-18 07:00:00,2019-02-18 19:27:36.000000000,1
25773008,R-f6f0f22b,2019-02-18 07:00:00,2019-02-19 00:16:48.000000000,1
24350497,R-f65a2cf4,2019-02-18 07:00:00,2019-02-18 22:05:24.000000000,0
89718106,R-6618dc7d,2019-02-18 07:00:00,2019-02-18 15:35:24.000000000,0
31955961,R-7dac228a,2019-02-18 07:00:00,2019-02-18 13:40:12.000000000,0
29569473,R-50ed69af,2019-02-18 07:00:00,2019-02-18 18:55:12.000000000,0
78564988,R-52653b9a,2019-02-18 07:00:00,2019-02-18 14:00:36.000000000,1
24712768,R-999394fa,2019-02-18 07:00:00,2019-02-18 12:27:00.000000000,0
22171671,R-1bbaade6,2019-02-18 07:00:00,2019-02-18 16:27:36.000000000,0
62119001,R-1b3b40ee,2019-02-18 07:00:00,2019-02-18 10:55:12.000000000,0
10633538,R-d0b51522,2019-02-18 07:00:00,2019-02-18 14:42:00.000000000,1
61292553,R-46fe7cdd,2019-02-18 07:00:00,2019-02-18 18:54:00.000000000,0
32554054,R-ab28b5f1,2019-02-18 07:00:00,2019-02-18 16:25:48.000000000,0
95354743,R-4b101404,2019-02-18 07:00:00,2019-02-18 07:55:12.000000000,0
20724268,R-d7e94f49,2019-02-18 07:00:00,2019-02-19 03:36:00.000000000,1
20832950,R-13d6ba5c,2019-02-18 07:00:00,2019-02-18 20:20:24.000000000,0
18463805,R-32d8b03b,2019-02-18 07:00:00,2019-02-18 11:06:00.000000000,0
22421199,R-e9226c0b,2019-02-18 07:00:00,2019-02-18 08:52:12.000000000,0
21243568,R-a84d2e77,2019-02-18 07:00:00,2019-02-18 12:00:00.000000000,0
20792581,R-c5c0de8d,2019-02-18 07:00:00,2019-02-19 05:13:12.000000000,1
22209237,R-fe48566e,2019-02-18 07:00:00,2019-02-18 08:19:12.000000000,0
84586269,R-29cce06d,2019-02-18 07:00:00,2019-02-18 20:30:36.000000000,1
22913195,R-47b599b9,2019-02-18 07:00:00,2019-02-18 22:06:00.000000000,1
64315497,R-787d8aa9,2019-02-18 07:00:00,2019-02-18 15:10:48.000000000,0
59960001,R-95318d66,2019-02-18 07:00:00,2019-02-18 15:09:36.000000000,0
27384735,R-f7e1a417,2019-02-18 07:00:00,2019-02-19 01:06:36.000000000,0
30458082,R-5ba6156a,2019-02-18 07:00:00,2019-02-18 11:27:36.000000000,0
42092993,R-29624970,2019-02-18 07:00:00,2019-02-18 12:33:36.000000000,0
32778747,R-082bc641,2019-02-18 07:00:00,2019-02-18 12:09:00.000000000,1
26768849,R-cfee3f30,2019-02-18 07:00:00,2019-02-18 09:23:24.000000000,0
23309143,R-e3426e4e,2019-02-18 07:00:00,2019-02-19 00:39:00.000000000,0
95491489,R-b10da1af,2019-02-18 07:00:00,2019-02-18 15:04:12.000000000,0
16668142,R-406ecd17,2019-02-18 07:00:00,2019-02-19 00:34:11.999999999,0
14698380,R-363f764f,2019-02-18 07:00:00,2019-02-18 19:31:48.000000000,0
26872264,R-b56ad848,2019-02-18 07:00:00,2019-02-18 22:49:48.000000000,0
31312028,R-d4576c6e,2019-02-18 07:00:00,2019-02-18 20:42:36.000000000,0
27935116,R-3fc58cda,2019-02-18 07:00:00,2019-02-19 03:28:48.000000000,0
29061230,R-876b65cf,2019-02-18 07:00:00,2019-02-18 17:01:12.000000000,0
15771794,R-089c9405,2019-02-18 07:00:00,2019-02-18 16:07:48.000000000,0
16311717,R-cfa0867d,2019-02-18 07:00:00,2019-02-18 08:22:48.000000000,0
15242565,R-24c815d8,2019-02-18 07:00:00,2019-02-18 09:09:00.000000000,1
26511178,R-515b8af8,2019-02-18 07:00:00,2019-02-19 02:52:48.000000000,0
24429827,R-c35ffc4e,2019-02-18 07:00:00,2019-02-18 21:48:36.000000000,0
68430851,R-d775d59b,2019-02-18 07:00:00,2019-02-18 20:31:12.000000000,1
32206692,R-cc3e5693,2019-02-18 07:00:00,2019-02-18 23:45:00.000000000,0
17743573,R-78d4ceaa,2019-02-18 07:00:00,2019-02-18 13:17:23.999999999,1
26459758,R-564643b5,2019-02-18 07:00:00,2019-02-18 07:25:48.000000000,0
32383950,R-f99907fe,2019-02-18 07:00:00,2019-02-18 16:51:36.000000000,0
28674842,R-6a9b2023,2019-02-18 07:00:00,2019-02-18 11:50:24.000000000,1
83302529,R-106e6263,2019-02-18 07:00:00,2019-02-18 14:12:36.000000000,0
31363807,R-342367bd,2019-02-18 07:00:00,2019-02-18 22:54:36.000000000,0
14560694,R-9414b2f5,2019-02-18 07:00:00,2019-02-18 12:20:24.000000000,1
24763016,R-5980c06d,2019-02-18 07:00:00,2019-02-18 11:27:00.000000000,0
86779795,R-d8a61c74,2019-02-18 07:00:00,2019-02-19 01:12:36.000000000,0
16618542,R-8371f0fb,2019-02-18 07:00:00,2019-02-18 19:49:48.000000000,0
24123509,R-4154d9f1,2019-02-18 07:00:00,2019-02-19 00:34:11.999999999,0
18910102,R-7d47e8d6,2019-02-18 07:00:00,2019-02-18 12:16:12.000000000,0
61318546,R-2f3c1a82,2019-02-18 07:00:00,2019-02-18 16:28:48.000000000,0
14840940,R-c448ec95,2019-02-18 07:00:00,2019-02-18 07:43:12.000000000,0
85990603,R-65030b66,2019-02-18 07:00:00,2019-02-19 04:54:00.000000000,1
18441286,R-f40785c2,2019-02-18 07:00:00,2019-02-18 23:48:36.000000000,0
83629587,R-2b78f790,2019-02-18 07:00:00,2019-02-19 01:37:12.000000000,0
28650047,R-b9e8c2e0,2019-02-18 07:00:00,2019-02-19 00:37:12.000000000,0
28529541,R-3bc91a35,2019-02-18 07:00:00,2019-02-18 07:04:48.000000000,0
29121693,R-c6fece3d,2019-02-18 07:00:00,2019-02-18 16:30:36.000000000,0
31669111,R-ba94e193,2019-02-18 07:00:00,2019-02-19 00:34:11.999999999,0
17139230,R-847ea29d,2019-02-18 07:00:00,2019-02-18 12:33:36.000000000,1
10248113,R-bbce6006,2019-02-18 07:00:00,2019-02-18 15:34:47.999999999,0
96362807,R-00b69c21,2019-02-18 07:00:00,2019-02-18 10:13:12.000000000,0
41797401,R-7f2c4c70,2019-02-18 07:00:00,2019-02-19 06:42:36.000000000,1
28507630,R-229cba37,2019-02-18 07:00:00,2019-02-19 01:03:00.000000000,0
30794834,R-0711b199,2019-02-18 07:00:00,2019-02-18 23:03:36.000000000,0
18489180,R-8e4a4058,2019-02-18 07:00:00,2019-02-18 10:10:12.000000000,0
20339561,R-c0f549e9,2019-02-18 07:00:00,2019-02-18 11:02:24.000000000,0
14625993,R-18b58420,2019-02-18 07:00:00,2019-02-18 11:03:36.000000000,0
20260455,R-b19e5aa0,2019-02-18 07:00:00,2019-02-18 12:43:48.000000000,0
58330582,R-af79b43a,2019-02-18 07:00:00,2019-02-18 19:22:12.000000000,0
22126955,R-6d4858a1,2019-02-18 07:00:00,2019-02-19 00:12:36.000000000,0
23496275,R-1ec2684e,2019-02-18 07:00:00,2019-02-19 02:03:36.000000000,0
32501985,R-c3bd7d11,2019-02-18 07:00:00,2019-02-19 01:12:00.000000000,0
26079111,R-e6683268,2019-02-18 07:00:00,2019-02-18 17:22:48.000000000,1
88252334,R-7f5fab73,2019-02-18 07:00:00,2019-02-19 05:49:12.000000000,0
10747274,R-a129c29c,2019-02-18 07:00:00,2019-02-18 20:24:36.000000000,1
14638240,R-25a62039,2019-02-18 07:00:00,2019-02-18 20:27:00.000000000,1
63115903,R-6a0e52cf,2019-02-18 07:00:00,2019-02-18 14:34:47.999999999,0
24136996,R-7278d1fc,2019-02-18 07:00:00,2019-02-18 19:45:00.000000000,0
33014292,R-a8370e6d,2019-02-18 07:00:00,2019-02-18 11:57:00.000000000,1
27565604,R-abbcdcd3,2019-02-18 07:00:00,2019-02-19 02:48:00.000000000,1
